instance_name,family,n_variables,n_quadratic_terms,qubo_json,p,gamma,beta,topology,topology_n_directed_edges,topology_n_undirected_edges,topology_is_connected,optimization_level,seed_transpiler,pre_transpile_n_qubits,pre_transpile_depth,pre_transpile_gate_count,pre_transpile_2q_count,pre_transpile_ops_json,transpiled_n_qubits,transpiled_depth,transpiled_gate_count,transpiled_2q_count,swap_count,cx_count,transpilation_time_sec,transpiled_ops_json,depth_overhead,twoq_overhead,failure_flag,failure_message,n_edges,density,avg_degree,max_degree,degree_std,weighted_degree_mean,weighted_degree_max,weighted_degree_std,quadratic_coeff_min,quadratic_coeff_max,quadratic_coeff_abs_mean,quadratic_coeff_abs_max,quadratic_coeff_range,coefficient_entropy,coefficient_concentration,connected_components,largest_component_size,community_count,modularity,edge_to_variable_ratio,swap_per_qubo_edge,transpiled_2q_per_qubo_edge,depth_per_qubo_edge,gate_count_overhead
maxcut_n32_p0.60_seed101,maxcut,32,314,data/instances_rq1_extended/maxcut_n32_p0.60_seed101.json,1,0.7,0.3,line,62,31,True,1,123,32,167,1008,628,"{""barrier"": 2, ""cx"": 628, ""h"": 32, ""rx"": 32, ""rz"": 314}",32,326,1768,1196,568,628,0.0057122079888358,"{""barrier"": 2, ""cx"": 628, ""rz"": 474, ""swap"": 568, ""sx"": 96}",1.9520958083832336,1.904458598726115,False,,314,0.6330645161290323,19.625,24.0,1.7809758560968758,211.0,274.0,24.92990172463582,2.0,20.0,10.751592356687896,20.0,18.0,0.9714448033432788,0.0059241706161137,1,32,4,0.1203768305967969,9.8125,1.8089171974522293,3.8089171974522293,1.0382165605095541,1.753968253968254
maxcut_n32_p0.60_seed101,maxcut,32,314,data/instances_rq1_extended/maxcut_n32_p0.60_seed101.json,1,0.7,0.3,grid_2d,104,52,True,1,123,32,167,1008,628,"{""barrier"": 2, ""cx"": 628, ""h"": 32, ""rx"": 32, ""rz"": 314}",32,444,1512,940,312,628,0.0055794169893488,"{""barrier"": 2, ""cx"": 628, ""rz"": 474, ""swap"": 312, ""sx"": 96}",2.658682634730539,1.4968152866242035,False,,314,0.6330645161290323,19.625,24.0,1.7809758560968758,211.0,274.0,24.92990172463582,2.0,20.0,10.751592356687896,20.0,18.0,0.9714448033432788,0.0059241706161137,1,32,4,0.1203768305967969,9.8125,0.9936305732484076,2.9936305732484074,1.414012738853503,1.5
maxcut_n32_p0.60_seed101,maxcut,32,314,data/instances_rq1_extended/maxcut_n32_p0.60_seed101.json,1,0.7,0.3,heavy_hex_like,96,48,True,1,123,32,167,1008,628,"{""barrier"": 2, ""cx"": 628, ""h"": 32, ""rx"": 32, ""rz"": 314}",32,450,1551,979,351,628,0.0056657909881323,"{""barrier"": 2, ""cx"": 628, ""rz"": 474, ""swap"": 351, ""sx"": 96}",2.694610778443114,1.5589171974522291,False,,314,0.6330645161290323,19.625,24.0,1.7809758560968758,211.0,274.0,24.92990172463582,2.0,20.0,10.751592356687896,20.0,18.0,0.9714448033432788,0.0059241706161137,1,32,4,0.1203768305967969,9.8125,1.1178343949044587,3.1178343949044587,1.4331210191082802,1.5386904761904763
maxcut_n32_p0.60_seed101,maxcut,32,314,data/instances_rq1_extended/maxcut_n32_p0.60_seed101.json,1,0.7,0.3,fully_connected,992,496,True,1,123,32,167,1008,628,"{""barrier"": 2, ""cx"": 628, ""h"": 32, ""rx"": 32, ""rz"": 314}",32,173,1200,628,0,628,0.0069017090136185,"{""barrier"": 2, ""cx"": 628, ""rz"": 474, ""sx"": 96}",1.035928143712575,1.0,False,,314,0.6330645161290323,19.625,24.0,1.7809758560968758,211.0,274.0,24.92990172463582,2.0,20.0,10.751592356687896,20.0,18.0,0.9714448033432788,0.0059241706161137,1,32,4,0.1203768305967969,9.8125,0.0,2.0,0.5509554140127388,1.1904761904761905
maxcut_n8_p0.30_seed202,maxcut,8,5,data/instances_rq1_extended/maxcut_n8_p0.30_seed202.json,1,0.7,0.3,line,14,7,True,1,123,8,14,33,10,"{""barrier"": 2, ""cx"": 10, ""h"": 8, ""rx"": 8, ""rz"": 5}",8,21,82,11,1,10,0.001695750048384,"{""barrier"": 2, ""cx"": 10, ""rz"": 45, ""swap"": 1, ""sx"": 24}",1.5,1.1,False,,5,0.1785714285714285,1.25,3.0,0.9682458365518544,17.5,46.0,14.9248115565993,4.0,20.0,14.0,20.0,16.0,0.928744193082848,0.2857142857142857,3,6,4,0.3163265306122448,0.625,0.2,2.2,4.2,2.484848484848485
maxcut_n8_p0.30_seed202,maxcut,8,5,data/instances_rq1_extended/maxcut_n8_p0.30_seed202.json,1,0.7,0.3,grid_2d,20,10,True,1,123,8,14,33,10,"{""barrier"": 2, ""cx"": 10, ""h"": 8, ""rx"": 8, ""rz"": 5}",8,20,81,10,0,10,0.0014950830955058,"{""barrier"": 2, ""cx"": 10, ""rz"": 45, ""sx"": 24}",1.4285714285714286,1.0,False,,5,0.1785714285714285,1.25,3.0,0.9682458365518544,17.5,46.0,14.9248115565993,4.0,20.0,14.0,20.0,16.0,0.928744193082848,0.2857142857142857,3,6,4,0.3163265306122448,0.625,0.0,2.0,4.0,2.4545454545454546
maxcut_n8_p0.30_seed202,maxcut,8,5,data/instances_rq1_extended/maxcut_n8_p0.30_seed202.json,1,0.7,0.3,heavy_hex_like,20,10,True,1,123,8,14,33,10,"{""barrier"": 2, ""cx"": 10, ""h"": 8, ""rx"": 8, ""rz"": 5}",8,20,81,10,0,10,0.0014922500122338,"{""barrier"": 2, ""cx"": 10, ""rz"": 45, ""sx"": 24}",1.4285714285714286,1.0,False,,5,0.1785714285714285,1.25,3.0,0.9682458365518544,17.5,46.0,14.9248115565993,4.0,20.0,14.0,20.0,16.0,0.928744193082848,0.2857142857142857,3,6,4,0.3163265306122448,0.625,0.0,2.0,4.0,2.4545454545454546
maxcut_n8_p0.30_seed202,maxcut,8,5,data/instances_rq1_extended/maxcut_n8_p0.30_seed202.json,1,0.7,0.3,fully_connected,56,28,True,1,123,8,14,33,10,"{""barrier"": 2, ""cx"": 10, ""h"": 8, ""rx"": 8, ""rz"": 5}",8,20,81,10,0,10,0.0015877919504418,"{""barrier"": 2, ""cx"": 10, ""rz"": 45, ""sx"": 24}",1.4285714285714286,1.0,False,,5,0.1785714285714285,1.25,3.0,0.9682458365518544,17.5,46.0,14.9248115565993,4.0,20.0,14.0,20.0,16.0,0.928744193082848,0.2857142857142857,3,6,4,0.3163265306122448,0.625,0.0,2.0,4.0,2.4545454545454546
maxcut_n8_p0.60_seed202,maxcut,8,18,data/instances_rq1_extended/maxcut_n8_p0.60_seed202.json,1,0.7,0.3,line,14,7,True,1,123,8,32,72,36,"{""barrier"": 2, ""cx"": 36, ""h"": 8, ""rx"": 8, ""rz"": 18}",8,45,135,51,15,36,0.0016654999926686,"{""barrier"": 2, ""cx"": 36, ""rz"": 58, ""swap"": 15, ""sx"": 24}",1.40625,1.4166666666666667,False,,18,0.6428571428571429,4.5,7.0,1.7320508075688772,44.5,68.0,19.94367067517913,2.0,20.0,9.88888888888889,20.0,18.0,0.9469198720442934,0.1123595505617977,1,8,2,0.0724655977780583,2.25,0.8333333333333334,2.8333333333333335,2.5,1.875
maxcut_n8_p0.60_seed202,maxcut,8,18,data/instances_rq1_extended/maxcut_n8_p0.60_seed202.json,1,0.7,0.3,grid_2d,20,10,True,1,123,8,32,72,36,"{""barrier"": 2, ""cx"": 36, ""h"": 8, ""rx"": 8, ""rz"": 18}",8,48,125,41,5,36,0.0016691250493749,"{""barrier"": 2, ""cx"": 36, ""rz"": 58, ""swap"": 5, ""sx"": 24}",1.5,1.1388888888888888,False,,18,0.6428571428571429,4.5,7.0,1.7320508075688772,44.5,68.0,19.94367067517913,2.0,20.0,9.88888888888889,20.0,18.0,0.9469198720442934,0.1123595505617977,1,8,2,0.0724655977780583,2.25,0.2777777777777778,2.2777777777777777,2.6666666666666665,1.7361111111111112
maxcut_n8_p0.60_seed202,maxcut,8,18,data/instances_rq1_extended/maxcut_n8_p0.60_seed202.json,1,0.7,0.3,heavy_hex_like,20,10,True,1,123,8,32,72,36,"{""barrier"": 2, ""cx"": 36, ""h"": 8, ""rx"": 8, ""rz"": 18}",8,44,128,44,8,36,0.0016789999790489,"{""barrier"": 2, ""cx"": 36, ""rz"": 58, ""swap"": 8, ""sx"": 24}",1.375,1.2222222222222223,False,,18,0.6428571428571429,4.5,7.0,1.7320508075688772,44.5,68.0,19.94367067517913,2.0,20.0,9.88888888888889,20.0,18.0,0.9469198720442934,0.1123595505617977,1,8,2,0.0724655977780583,2.25,0.4444444444444444,2.4444444444444446,2.4444444444444446,1.7777777777777777
maxcut_n8_p0.60_seed202,maxcut,8,18,data/instances_rq1_extended/maxcut_n8_p0.60_seed202.json,1,0.7,0.3,fully_connected,56,28,True,1,123,8,32,72,36,"{""barrier"": 2, ""cx"": 36, ""h"": 8, ""rx"": 8, ""rz"": 18}",8,38,120,36,0,36,0.0015909579815343,"{""barrier"": 2, ""cx"": 36, ""rz"": 58, ""sx"": 24}",1.1875,1.0,False,,18,0.6428571428571429,4.5,7.0,1.7320508075688772,44.5,68.0,19.94367067517913,2.0,20.0,9.88888888888889,20.0,18.0,0.9469198720442934,0.1123595505617977,1,8,2,0.0724655977780583,2.25,0.0,2.0,2.111111111111111,1.6666666666666667
maxcut_n12_p0.30_seed202,maxcut,12,22,data/instances_rq1_extended/maxcut_n12_p0.30_seed202.json,1,0.7,0.3,line,22,11,True,1,123,12,26,92,44,"{""barrier"": 2, ""cx"": 44, ""h"": 12, ""rx"": 12, ""rz"": 22}",12,45,189,69,25,44,0.0020245000487193,"{""barrier"": 2, ""cx"": 44, ""rz"": 82, ""swap"": 25, ""sx"": 36}",1.7307692307692308,1.568181818181818,False,,22,0.3333333333333333,3.6666666666666665,6.0,1.4337208778404378,37.666666666666664,60.0,14.828650946356817,2.0,20.0,10.272727272727272,20.0,18.0,0.9244377228716438,0.0884955752212389,1,12,4,0.4077061633643982,1.8333333333333333,1.1363636363636365,3.1363636363636362,2.0454545454545454,2.0543478260869565
maxcut_n12_p0.30_seed202,maxcut,12,22,data/instances_rq1_extended/maxcut_n12_p0.30_seed202.json,1,0.7,0.3,grid_2d,34,17,True,1,123,12,26,92,44,"{""barrier"": 2, ""cx"": 44, ""h"": 12, ""rx"": 12, ""rz"": 22}",12,53,174,54,10,44,0.0019376669079065,"{""barrier"": 2, ""cx"": 44, ""rz"": 82, ""swap"": 10, ""sx"": 36}",2.0384615384615383,1.2272727272727273,False,,22,0.3333333333333333,3.6666666666666665,6.0,1.4337208778404378,37.666666666666664,60.0,14.828650946356817,2.0,20.0,10.272727272727272,20.0,18.0,0.9244377228716438,0.0884955752212389,1,12,4,0.4077061633643982,1.8333333333333333,0.45454545454545453,2.4545454545454546,2.409090909090909,1.891304347826087
maxcut_n12_p0.30_seed202,maxcut,12,22,data/instances_rq1_extended/maxcut_n12_p0.30_seed202.json,1,0.7,0.3,heavy_hex_like,34,17,True,1,123,12,26,92,44,"{""barrier"": 2, ""cx"": 44, ""h"": 12, ""rx"": 12, ""rz"": 22}",12,43,176,56,12,44,0.0018536660354584,"{""barrier"": 2, ""cx"": 44, ""rz"": 82, ""swap"": 12, ""sx"": 36}",1.6538461538461535,1.2727272727272727,False,,22,0.3333333333333333,3.6666666666666665,6.0,1.4337208778404378,37.666666666666664,60.0,14.828650946356817,2.0,20.0,10.272727272727272,20.0,18.0,0.9244377228716438,0.0884955752212389,1,12,4,0.4077061633643982,1.8333333333333333,0.5454545454545454,2.5454545454545454,1.9545454545454546,1.9130434782608696
maxcut_n12_p0.30_seed202,maxcut,12,22,data/instances_rq1_extended/maxcut_n12_p0.30_seed202.json,1,0.7,0.3,fully_connected,132,66,True,1,123,12,26,92,44,"{""barrier"": 2, ""cx"": 44, ""h"": 12, ""rx"": 12, ""rz"": 22}",12,32,164,44,0,44,0.0019657920347526,"{""barrier"": 2, ""cx"": 44, ""rz"": 82, ""sx"": 36}",1.2307692307692308,1.0,False,,22,0.3333333333333333,3.6666666666666665,6.0,1.4337208778404378,37.666666666666664,60.0,14.828650946356817,2.0,20.0,10.272727272727272,20.0,18.0,0.9244377228716438,0.0884955752212389,1,12,4,0.4077061633643982,1.8333333333333333,0.0,2.0,1.4545454545454546,1.7826086956521738
maxcut_n12_p0.60_seed202,maxcut,12,42,data/instances_rq1_extended/maxcut_n12_p0.60_seed202.json,1,0.7,0.3,line,22,11,True,1,123,12,56,152,84,"{""barrier"": 2, ""cx"": 84, ""h"": 12, ""rx"": 12, ""rz"": 42}",12,82,278,138,54,84,0.0021523749455809,"{""barrier"": 2, ""cx"": 84, ""rz"": 102, ""swap"": 54, ""sx"": 36}",1.4642857142857142,1.6428571428571428,False,,42,0.6363636363636364,7.0,8.0,0.9128709291752768,65.66666666666667,88.0,14.670454056443592,2.0,20.0,9.38095238095238,20.0,18.0,0.9592044446190048,0.0507614213197969,1,12,3,0.1688654693498931,3.5,1.2857142857142858,3.2857142857142856,1.9523809523809523,1.8289473684210527
maxcut_n12_p0.60_seed202,maxcut,12,42,data/instances_rq1_extended/maxcut_n12_p0.60_seed202.json,1,0.7,0.3,grid_2d,34,17,True,1,123,12,56,152,84,"{""barrier"": 2, ""cx"": 84, ""h"": 12, ""rx"": 12, ""rz"": 42}",12,77,247,107,23,84,0.0021024170564487,"{""barrier"": 2, ""cx"": 84, ""rz"": 102, ""swap"": 23, ""sx"": 36}",1.375,1.2738095238095235,False,,42,0.6363636363636364,7.0,8.0,0.9128709291752768,65.66666666666667,88.0,14.670454056443592,2.0,20.0,9.38095238095238,20.0,18.0,0.9592044446190048,0.0507614213197969,1,12,3,0.1688654693498931,3.5,0.5476190476190477,2.5476190476190474,1.8333333333333333,1.625
maxcut_n12_p0.60_seed202,maxcut,12,42,data/instances_rq1_extended/maxcut_n12_p0.60_seed202.json,1,0.7,0.3,heavy_hex_like,34,17,True,1,123,12,56,152,84,"{""barrier"": 2, ""cx"": 84, ""h"": 12, ""rx"": 12, ""rz"": 42}",12,84,251,111,27,84,0.0020327919628471,"{""barrier"": 2, ""cx"": 84, ""rz"": 102, ""swap"": 27, ""sx"": 36}",1.5,1.3214285714285714,False,,42,0.6363636363636364,7.0,8.0,0.9128709291752768,65.66666666666667,88.0,14.670454056443592,2.0,20.0,9.38095238095238,20.0,18.0,0.9592044446190048,0.0507614213197969,1,12,3,0.1688654693498931,3.5,0.6428571428571429,2.642857142857143,2.0,1.6513157894736843
maxcut_n12_p0.60_seed202,maxcut,12,42,data/instances_rq1_extended/maxcut_n12_p0.60_seed202.json,1,0.7,0.3,fully_connected,132,66,True,1,123,12,56,152,84,"{""barrier"": 2, ""cx"": 84, ""h"": 12, ""rx"": 12, ""rz"": 42}",12,62,224,84,0,84,0.0020804579835385,"{""barrier"": 2, ""cx"": 84, ""rz"": 102, ""sx"": 36}",1.1071428571428572,1.0,False,,42,0.6363636363636364,7.0,8.0,0.9128709291752768,65.66666666666667,88.0,14.670454056443592,2.0,20.0,9.38095238095238,20.0,18.0,0.9592044446190048,0.0507614213197969,1,12,3,0.1688654693498931,3.5,0.0,2.0,1.4761904761904763,1.4736842105263157
maxcut_n16_p0.30_seed202,maxcut,16,34,data/instances_rq1_extended/maxcut_n16_p0.30_seed202.json,1,0.7,0.3,line,30,15,True,1,123,16,41,136,68,"{""barrier"": 2, ""cx"": 68, ""h"": 16, ""rx"": 16, ""rz"": 34}",16,78,286,122,54,68,0.0024516250705346,"{""barrier"": 2, ""cx"": 68, ""rz"": 114, ""swap"": 54, ""sx"": 48}",1.902439024390244,1.7941176470588236,False,,34,0.2833333333333333,4.25,8.0,1.75,40.25,96.0,22.41511766643218,2.0,20.0,9.470588235294118,20.0,18.0,0.9413184004340724,0.062111801242236,1,16,4,0.2974229389298252,2.125,1.588235294117647,3.588235294117647,2.2941176470588234,2.1029411764705883
maxcut_n16_p0.30_seed202,maxcut,16,34,data/instances_rq1_extended/maxcut_n16_p0.30_seed202.json,1,0.7,0.3,grid_2d,48,24,True,1,123,16,41,136,68,"{""barrier"": 2, ""cx"": 68, ""h"": 16, ""rx"": 16, ""rz"": 34}",16,65,251,87,19,68,0.0022618339862674,"{""barrier"": 2, ""cx"": 68, ""rz"": 114, ""swap"": 19, ""sx"": 48}",1.5853658536585369,1.2794117647058822,False,,34,0.2833333333333333,4.25,8.0,1.75,40.25,96.0,22.41511766643218,2.0,20.0,9.470588235294118,20.0,18.0,0.9413184004340724,0.062111801242236,1,16,4,0.2974229389298252,2.125,0.5588235294117647,2.5588235294117645,1.911764705882353,1.8455882352941178
maxcut_n16_p0.30_seed202,maxcut,16,34,data/instances_rq1_extended/maxcut_n16_p0.30_seed202.json,1,0.7,0.3,heavy_hex_like,46,23,True,1,123,16,41,136,68,"{""barrier"": 2, ""cx"": 68, ""h"": 16, ""rx"": 16, ""rz"": 34}",16,65,258,94,26,68,0.0022262909915298,"{""barrier"": 2, ""cx"": 68, ""rz"": 114, ""swap"": 26, ""sx"": 48}",1.5853658536585369,1.3823529411764706,False,,34,0.2833333333333333,4.25,8.0,1.75,40.25,96.0,22.41511766643218,2.0,20.0,9.470588235294118,20.0,18.0,0.9413184004340724,0.062111801242236,1,16,4,0.2974229389298252,2.125,0.7647058823529411,2.764705882352941,1.911764705882353,1.8970588235294117
maxcut_n16_p0.30_seed202,maxcut,16,34,data/instances_rq1_extended/maxcut_n16_p0.30_seed202.json,1,0.7,0.3,fully_connected,240,120,True,1,123,16,41,136,68,"{""barrier"": 2, ""cx"": 68, ""h"": 16, ""rx"": 16, ""rz"": 34}",16,47,232,68,0,68,0.0026714170817285,"{""barrier"": 2, ""cx"": 68, ""rz"": 114, ""sx"": 48}",1.146341463414634,1.0,False,,34,0.2833333333333333,4.25,8.0,1.75,40.25,96.0,22.41511766643218,2.0,20.0,9.470588235294118,20.0,18.0,0.9413184004340724,0.062111801242236,1,16,4,0.2974229389298252,2.125,0.0,2.0,1.3823529411764706,1.7058823529411764
maxcut_n16_p0.60_seed202,maxcut,16,75,data/instances_rq1_extended/maxcut_n16_p0.60_seed202.json,1,0.7,0.3,line,30,15,True,1,123,16,68,259,150,"{""barrier"": 2, ""cx"": 150, ""h"": 16, ""rx"": 16, ""rz"": 75}",16,143,475,270,120,150,0.0024742919486016,"{""barrier"": 2, ""cx"": 150, ""rz"": 155, ""swap"": 120, ""sx"": 48}",2.1029411764705883,1.8,False,,75,0.625,9.375,12.0,1.3169567191065925,95.0,136.0,23.53720459187964,2.0,20.0,10.133333333333333,20.0,18.0,0.9652550217612802,0.0263157894736842,1,16,3,0.1574099722991689,4.6875,1.6,3.6,1.9066666666666667,1.833976833976834
maxcut_n16_p0.60_seed202,maxcut,16,75,data/instances_rq1_extended/maxcut_n16_p0.60_seed202.json,1,0.7,0.3,grid_2d,48,24,True,1,123,16,68,259,150,"{""barrier"": 2, ""cx"": 150, ""h"": 16, ""rx"": 16, ""rz"": 75}",16,132,408,203,53,150,0.0025406670756638,"{""barrier"": 2, ""cx"": 150, ""rz"": 155, ""swap"": 53, ""sx"": 48}",1.9411764705882353,1.3533333333333333,False,,75,0.625,9.375,12.0,1.3169567191065925,95.0,136.0,23.53720459187964,2.0,20.0,10.133333333333333,20.0,18.0,0.9652550217612802,0.0263157894736842,1,16,3,0.1574099722991689,4.6875,0.7066666666666667,2.7066666666666666,1.76,1.5752895752895753
maxcut_n16_p0.60_seed202,maxcut,16,75,data/instances_rq1_extended/maxcut_n16_p0.60_seed202.json,1,0.7,0.3,heavy_hex_like,46,23,True,1,123,16,68,259,150,"{""barrier"": 2, ""cx"": 150, ""h"": 16, ""rx"": 16, ""rz"": 75}",16,168,420,215,65,150,0.0025317079853266,"{""barrier"": 2, ""cx"": 150, ""rz"": 155, ""swap"": 65, ""sx"": 48}",2.4705882352941178,1.4333333333333331,False,,75,0.625,9.375,12.0,1.3169567191065925,95.0,136.0,23.53720459187964,2.0,20.0,10.133333333333333,20.0,18.0,0.9652550217612802,0.0263157894736842,1,16,3,0.1574099722991689,4.6875,0.8666666666666667,2.8666666666666667,2.24,1.6216216216216217
maxcut_n16_p0.60_seed202,maxcut,16,75,data/instances_rq1_extended/maxcut_n16_p0.60_seed202.json,1,0.7,0.3,fully_connected,240,120,True,1,123,16,68,259,150,"{""barrier"": 2, ""cx"": 150, ""h"": 16, ""rx"": 16, ""rz"": 75}",16,74,355,150,0,150,0.0027031250065192,"{""barrier"": 2, ""cx"": 150, ""rz"": 155, ""sx"": 48}",1.088235294117647,1.0,False,,75,0.625,9.375,12.0,1.3169567191065925,95.0,136.0,23.53720459187964,2.0,20.0,10.133333333333333,20.0,18.0,0.9652550217612802,0.0263157894736842,1,16,3,0.1574099722991689,4.6875,0.0,2.0,0.9866666666666667,1.3706563706563706
maxcut_n24_p0.30_seed202,maxcut,24,73,data/instances_rq1_extended/maxcut_n24_p0.30_seed202.json,1,0.7,0.3,line,46,23,True,1,123,24,59,269,146,"{""barrier"": 2, ""cx"": 146, ""h"": 24, ""rx"": 24, ""rz"": 73}",24,142,621,354,208,146,0.0031020829919725,"{""barrier"": 2, ""cx"": 146, ""rz"": 193, ""swap"": 208, ""sx"": 72}",2.406779661016949,2.4246575342465753,False,,73,0.2644927536231884,6.083333333333333,10.0,1.956115765717584,65.33333333333333,142.0,26.60618140374317,2.0,20.0,10.73972602739726,20.0,18.0,0.960081865759936,0.0255102040816326,1,24,5,0.2965073146605581,3.0416666666666665,2.8493150684931505,4.8493150684931505,1.9452054794520548,2.308550185873606
maxcut_n24_p0.30_seed202,maxcut,24,73,data/instances_rq1_extended/maxcut_n24_p0.30_seed202.json,1,0.7,0.3,grid_2d,76,38,True,1,123,24,59,269,146,"{""barrier"": 2, ""cx"": 146, ""h"": 24, ""rx"": 24, ""rz"": 73}",24,125,478,211,65,146,0.0031080839689821,"{""barrier"": 2, ""cx"": 146, ""rz"": 193, ""swap"": 65, ""sx"": 72}",2.1186440677966103,1.4452054794520548,False,,73,0.2644927536231884,6.083333333333333,10.0,1.956115765717584,65.33333333333333,142.0,26.60618140374317,2.0,20.0,10.73972602739726,20.0,18.0,0.960081865759936,0.0255102040816326,1,24,5,0.2965073146605581,3.0416666666666665,0.8904109589041096,2.8904109589041096,1.7123287671232876,1.7769516728624535
maxcut_n24_p0.30_seed202,maxcut,24,73,data/instances_rq1_extended/maxcut_n24_p0.30_seed202.json,1,0.7,0.3,heavy_hex_like,72,36,True,1,123,24,59,269,146,"{""barrier"": 2, ""cx"": 146, ""h"": 24, ""rx"": 24, ""rz"": 73}",24,132,504,237,91,146,0.0032373750582337,"{""barrier"": 2, ""cx"": 146, ""rz"": 193, ""swap"": 91, ""sx"": 72}",2.23728813559322,1.6232876712328768,False,,73,0.2644927536231884,6.083333333333333,10.0,1.956115765717584,65.33333333333333,142.0,26.60618140374317,2.0,20.0,10.73972602739726,20.0,18.0,0.960081865759936,0.0255102040816326,1,24,5,0.2965073146605581,3.0416666666666665,1.2465753424657535,3.2465753424657535,1.8082191780821917,1.8736059479553904
maxcut_n24_p0.30_seed202,maxcut,24,73,data/instances_rq1_extended/maxcut_n24_p0.30_seed202.json,1,0.7,0.3,fully_connected,552,276,True,1,123,24,59,269,146,"{""barrier"": 2, ""cx"": 146, ""h"": 24, ""rx"": 24, ""rz"": 73}",24,65,413,146,0,146,0.0043016249546781,"{""barrier"": 2, ""cx"": 146, ""rz"": 193, ""sx"": 72}",1.1016949152542372,1.0,False,,73,0.2644927536231884,6.083333333333333,10.0,1.956115765717584,65.33333333333333,142.0,26.60618140374317,2.0,20.0,10.73972602739726,20.0,18.0,0.960081865759936,0.0255102040816326,1,24,5,0.2965073146605581,3.0416666666666665,0.0,2.0,0.8904109589041096,1.5353159851301115
maxcut_n24_p0.60_seed202,maxcut,24,161,data/instances_rq1_extended/maxcut_n24_p0.60_seed202.json,1,0.7,0.3,line,46,23,True,1,123,24,113,533,322,"{""barrier"": 2, ""cx"": 322, ""h"": 24, ""rx"": 24, ""rz"": 161}",24,230,970,615,293,322,0.0037882080068811,"{""barrier"": 2, ""cx"": 322, ""rz"": 281, ""swap"": 293, ""sx"": 72}",2.0353982300884956,1.909937888198758,False,,161,0.5833333333333334,13.416666666666666,18.0,2.158638974498103,143.66666666666666,216.0,33.424874303760994,2.0,20.0,10.70807453416149,20.0,18.0,0.9709828896570082,0.0116009280742459,1,24,4,0.1388841037677445,6.708333333333333,1.8198757763975155,3.8198757763975157,1.4285714285714286,1.8198874296435272
maxcut_n24_p0.60_seed202,maxcut,24,161,data/instances_rq1_extended/maxcut_n24_p0.60_seed202.json,1,0.7,0.3,grid_2d,76,38,True,1,123,24,113,533,322,"{""barrier"": 2, ""cx"": 322, ""h"": 24, ""rx"": 24, ""rz"": 161}",24,256,820,465,143,322,0.0037055839784443,"{""barrier"": 2, ""cx"": 322, ""rz"": 281, ""swap"": 143, ""sx"": 72}",2.265486725663717,1.4440993788819876,False,,161,0.5833333333333334,13.416666666666666,18.0,2.158638974498103,143.66666666666666,216.0,33.424874303760994,2.0,20.0,10.70807453416149,20.0,18.0,0.9709828896570082,0.0116009280742459,1,24,4,0.1388841037677445,6.708333333333333,0.8881987577639752,2.888198757763975,1.5900621118012421,1.5384615384615385
maxcut_n24_p0.60_seed202,maxcut,24,161,data/instances_rq1_extended/maxcut_n24_p0.60_seed202.json,1,0.7,0.3,heavy_hex_like,72,36,True,1,123,24,113,533,322,"{""barrier"": 2, ""cx"": 322, ""h"": 24, ""rx"": 24, ""rz"": 161}",24,246,843,488,166,322,0.0036805829731747,"{""barrier"": 2, ""cx"": 322, ""rz"": 281, ""swap"": 166, ""sx"": 72}",2.1769911504424777,1.515527950310559,False,,161,0.5833333333333334,13.416666666666666,18.0,2.158638974498103,143.66666666666666,216.0,33.424874303760994,2.0,20.0,10.70807453416149,20.0,18.0,0.9709828896570082,0.0116009280742459,1,24,4,0.1388841037677445,6.708333333333333,1.031055900621118,3.031055900621118,1.5279503105590062,1.5816135084427767
maxcut_n24_p0.60_seed202,maxcut,24,161,data/instances_rq1_extended/maxcut_n24_p0.60_seed202.json,1,0.7,0.3,fully_connected,552,276,True,1,123,24,113,533,322,"{""barrier"": 2, ""cx"": 322, ""h"": 24, ""rx"": 24, ""rz"": 161}",24,119,677,322,0,322,0.0044818749884143,"{""barrier"": 2, ""cx"": 322, ""rz"": 281, ""sx"": 72}",1.0530973451327434,1.0,False,,161,0.5833333333333334,13.416666666666666,18.0,2.158638974498103,143.66666666666666,216.0,33.424874303760994,2.0,20.0,10.70807453416149,20.0,18.0,0.9709828896570082,0.0116009280742459,1,24,4,0.1388841037677445,6.708333333333333,0.0,2.0,0.7391304347826086,1.2701688555347093
maxcut_n32_p0.30_seed202,maxcut,32,141,data/instances_rq1_extended/maxcut_n32_p0.30_seed202.json,1,0.7,0.3,line,62,31,True,1,123,32,101,489,282,"{""barrier"": 2, ""cx"": 282, ""h"": 32, ""rx"": 32, ""rz"": 141}",32,341,1218,819,537,282,0.0051366250263527,"{""barrier"": 2, ""cx"": 282, ""rz"": 301, ""swap"": 537, ""sx"": 96}",3.376237623762376,2.904255319148936,False,,141,0.2842741935483871,8.8125,14.0,2.4929588343973914,98.5,162.0,29.74894956128703,2.0,20.0,11.177304964539006,20.0,18.0,0.970465593120148,0.0126903553299492,1,32,5,0.2420330979927336,4.40625,3.8085106382978724,5.808510638297872,2.4184397163120566,2.4907975460122698
